date,city,rainfall
3/1/2018,新竹縣,0
3/1/2018,嘉義縣,0.09
3/1/2018,彰化縣,0
3/1/2018,臺中市,0
3/1/2018,臺北市,0.09
3/1/2018,臺東縣,0
3/1/2018,臺南市,0
3/1/2018,澎湖縣,0.09
3/2/2018,宜蘭縣,4
3/2/2018,花蓮縣,0.5
3/2/2018,金門縣,0
3/2/2018,南投縣,0
3/2/2018,屏東縣,0
3/2/2018,苗栗縣,0
3/2/2018,桃園市,0
3/2/2018,高雄市,0
3/2/2018,基隆市,0
3/2/2018,連江縣,0
3/2/2018,雲林縣,0
3/2/2018,新北市,0
3/2/2018,新竹縣,0
3/2/2018,嘉義縣,0
3/2/2018,彰化縣,0
3/2/2018,臺中市,0
3/2/2018,臺北市,0
3/2/2018,臺東縣,0.09
3/2/2018,臺南市,0
3/2/2018,澎湖縣,0
3/3/2018,宜蘭縣,0
3/3/2018,花蓮縣,0
3/3/2018,金門縣,0
3/3/2018,南投縣,0
3/3/2018,屏東縣,0
3/3/2018,苗栗縣,0
3/3/2018,桃園市,0
3/3/2018,高雄市,0
3/3/2018,基隆市,0
3/3/2018,連江縣,0
3/3/2018,雲林縣,0
3/3/2018,新北市,0
3/3/2018,新竹縣,0
3/3/2018,嘉義縣,0
3/3/2018,彰化縣,0
3/3/2018,臺中市,0
3/3/2018,臺北市,0
3/3/2018,臺東縣,0
3/3/2018,臺南市,0
3/3/2018,澎湖縣,0
3/4/2018,宜蘭縣,0.7
3/4/2018,花蓮縣,1
3/4/2018,金門縣,0
3/4/2018,南投縣,2.5
3/4/2018,屏東縣,0
3/4/2018,苗栗縣,0
3/4/2018,桃園市,0
3/4/2018,高雄市,0
3/4/2018,基隆市,0.3
3/4/2018,連江縣,4
3/4/2018,雲林縣,0
3/4/2018,新北市,0
3/4/2018,新竹縣,0
3/4/2018,嘉義縣,0
3/4/2018,彰化縣,0
3/4/2018,臺中市,0
3/4/2018,臺北市,0.1
3/4/2018,臺東縣,0
3/4/2018,臺南市,0
3/4/2018,澎湖縣,0
3/5/2018,宜蘭縣,8.4
3/5/2018,花蓮縣,0
3/5/2018,金門縣,0
3/5/2018,南投縣,7
3/5/2018,屏東縣,0
3/5/2018,苗栗縣,0
3/5/2018,桃園市,0.5
3/5/2018,高雄市,0
3/5/2018,基隆市,7.5
3/5/2018,連江縣,0.09
3/5/2018,雲林縣,0
3/5/2018,新北市,0.5
3/5/2018,新竹縣,0
3/5/2018,嘉義縣,0
3/5/2018,彰化縣,0
3/5/2018,臺中市,0
3/5/2018,臺北市,1.3
3/5/2018,臺東縣,0
3/5/2018,臺南市,0
3/5/2018,澎湖縣,0
3/6/2018,宜蘭縣,0.2
3/6/2018,花蓮縣,0
3/6/2018,金門縣,0
3/6/2018,南投縣,0
3/6/2018,屏東縣,0
3/6/2018,苗栗縣,0
3/6/2018,桃園市,0
3/6/2018,高雄市,0
3/6/2018,基隆市,7.5
3/6/2018,連江縣,2.5
3/6/2018,雲林縣,0
3/6/2018,新北市,0
3/6/2018,新竹縣,0
3/6/2018,嘉義縣,0
3/6/2018,彰化縣,0
3/6/2018,臺中市,0
3/6/2018,臺北市,0
3/6/2018,臺東縣,0
3/6/2018,臺南市,0
3/6/2018,澎湖縣,0
3/7/2018,宜蘭縣,0.5
3/7/2018,花蓮縣,1
3/7/2018,金門縣,0.5
3/7/2018,南投縣,0
3/7/2018,屏東縣,0
3/7/2018,苗栗縣,0.5
3/7/2018,桃園市,2.5
3/7/2018,高雄市,0
3/7/2018,基隆市,3
3/7/2018,連江縣,4.5
3/7/2018,雲林縣,0
3/7/2018,新北市,0.5
3/7/2018,新竹縣,0.5
3/7/2018,嘉義縣,0
3/7/2018,彰化縣,0
3/7/2018,臺中市,0
3/7/2018,臺北市,1.5
3/7/2018,臺東縣,0
3/7/2018,臺南市,0
3/7/2018,澎湖縣,0
3/8/2018,宜蘭縣,5.6
3/8/2018,花蓮縣,1
3/8/2018,金門縣,5
3/8/2018,南投縣,13.5
3/8/2018,屏東縣,10
3/8/2018,苗栗縣,19.5
3/8/2018,桃園市,22
3/8/2018,高雄市,5.5
3/8/2018,基隆市,23.5
3/8/2018,連江縣,0
3/8/2018,雲林縣,5
3/8/2018,新北市,25.5
3/8/2018,新竹縣,20
3/8/2018,嘉義縣,4
3/8/2018,彰化縣,2.5
3/8/2018,臺中市,8
3/8/2018,臺北市,25.3
3/8/2018,臺東縣,4
3/8/2018,臺南市,1.5
3/8/2018,澎湖縣,4.7
3/9/2018,宜蘭縣,0.1
3/9/2018,花蓮縣,0.5
3/9/2018,金門縣,0
3/9/2018,南投縣,1
3/9/2018,屏東縣,4.5
3/9/2018,苗栗縣,0
3/9/2018,桃園市,0
3/9/2018,高雄市,1.5
3/9/2018,基隆市,0
3/9/2018,連江縣,0
3/9/2018,雲林縣,0
3/9/2018,新北市,0
3/9/2018,新竹縣,0
3/9/2018,嘉義縣,0.09
3/9/2018,彰化縣,0
3/9/2018,臺中市,0.09
3/9/2018,臺北市,0
3/9/2018,臺東縣,2.6
3/9/2018,臺南市,1
3/9/2018,澎湖縣,0
3/10/2018,宜蘭縣,0
3/10/2018,花蓮縣,0
3/10/2018,金門縣,0
3/10/2018,南投縣,0
3/10/2018,屏東縣,0
3/10/2018,苗栗縣,0
3/10/2018,桃園市,0
3/10/2018,高雄市,0
3/10/2018,基隆市,0
3/10/2018,連江縣,0
3/10/2018,雲林縣,0
3/10/2018,新北市,0
3/10/2018,新竹縣,0
3/10/2018,嘉義縣,0
3/10/2018,彰化縣,0
3/10/2018,臺中市,0
3/10/2018,臺北市,0
3/10/2018,臺東縣,0
3/10/2018,臺南市,0
3/10/2018,澎湖縣,0
3/11/2018,宜蘭縣,0
3/11/2018,花蓮縣,0
3/11/2018,金門縣,0
3/11/2018,南投縣,0
3/11/2018,屏東縣,0
3/11/2018,苗栗縣,0
3/11/2018,桃園市,0
3/11/2018,高雄市,0
3/11/2018,基隆市,0
3/11/2018,連江縣,0
3/11/2018,雲林縣,0
3/11/2018,新北市,0
3/11/2018,新竹縣,0
3/11/2018,嘉義縣,0
3/11/2018,彰化縣,0
3/11/2018,臺中市,0
3/11/2018,臺北市,0
3/11/2018,臺東縣,0
3/11/2018,臺南市,0
3/11/2018,澎湖縣,0
3/12/2018,宜蘭縣,0
3/12/2018,花蓮縣,0
3/12/2018,金門縣,0
3/12/2018,南投縣,0
3/12/2018,屏東縣,0
3/12/2018,苗栗縣,0
3/12/2018,桃園市,0
3/12/2018,高雄市,0
3/12/2018,基隆市,0
3/12/2018,連江縣,0
3/12/2018,雲林縣,0
3/12/2018,新北市,0
3/12/2018,新竹縣,0
3/12/2018,嘉義縣,0
3/12/2018,彰化縣,0
3/12/2018,臺中市,0
3/12/2018,臺北市,0
3/12/2018,臺東縣,0
3/12/2018,臺南市,0
3/12/2018,澎湖縣,0
3/13/2018,宜蘭縣,0
3/13/2018,花蓮縣,0
3/13/2018,金門縣,0
3/13/2018,南投縣,0
3/13/2018,屏東縣,0
3/13/2018,苗栗縣,0
3/13/2018,桃園市,0
3/13/2018,高雄市,0
3/13/2018,基隆市,0
3/13/2018,連江縣,0
3/13/2018,雲林縣,0
3/13/2018,新北市,0
3/13/2018,新竹縣,0
3/13/2018,嘉義縣,0
3/13/2018,彰化縣,0
3/13/2018,臺中市,0
3/13/2018,臺北市,0
3/13/2018,臺東縣,0
3/13/2018,臺南市,0
3/13/2018,澎湖縣,0
3/14/2018,宜蘭縣,0.09
3/14/2018,花蓮縣,0.09
3/14/2018,金門縣,0
3/14/2018,南投縣,0
3/14/2018,屏東縣,0
3/14/2018,苗栗縣,0
3/14/2018,桃園市,0
3/14/2018,高雄市,0
3/14/2018,基隆市,0.2
3/14/2018,連江縣,0
3/14/2018,雲林縣,0
3/14/2018,新北市,0.2
3/14/2018,新竹縣,0
3/14/2018,嘉義縣,0
3/14/2018,彰化縣,0
3/14/2018,臺中市,0
3/14/2018,臺北市,0.4
3/14/2018,臺東縣,2.5
3/14/2018,臺南市,0
3/14/2018,澎湖縣,0
3/15/2018,宜蘭縣,8.5
3/15/2018,花蓮縣,15
3/15/2018,金門縣,5.3
3/15/2018,南投縣,13.5
3/15/2018,屏東縣,27
3/15/2018,苗栗縣,15
3/15/2018,桃園市,2.5
3/15/2018,高雄市,34
3/15/2018,基隆市,4
3/15/2018,連江縣,8.5
3/15/2018,雲林縣,25.5
3/15/2018,新北市,2.3
3/15/2018,新竹縣,4.5
3/15/2018,嘉義縣,22.5
3/15/2018,彰化縣,19.5
3/15/2018,臺中市,20.5
3/15/2018,臺北市,1.4
3/15/2018,臺東縣,15.5
3/15/2018,臺南市,14
3/15/2018,澎湖縣,32.3
3/16/2018,宜蘭縣,0.2
3/16/2018,花蓮縣,4.5
3/16/2018,金門縣,0
3/16/2018,南投縣,3
3/16/2018,屏東縣,0
3/16/2018,苗栗縣,0
3/16/2018,桃園市,0
3/16/2018,高雄市,0.5
3/16/2018,基隆市,1
3/16/2018,連江縣,0
3/16/2018,雲林縣,0
3/16/2018,新北市,0.09
3/16/2018,新竹縣,0
3/16/2018,嘉義縣,0
3/16/2018,彰化縣,0
3/16/2018,臺中市,0.09
3/16/2018,臺北市,0.5
3/16/2018,臺東縣,0.9
3/16/2018,臺南市,0.09
3/16/2018,澎湖縣,0
3/17/2018,宜蘭縣,0.4
3/17/2018,花蓮縣,0
3/17/2018,金門縣,0
3/17/2018,南投縣,0
3/17/2018,屏東縣,0
3/17/2018,苗栗縣,0
3/17/2018,桃園市,0
3/17/2018,高雄市,0
3/17/2018,基隆市,2.5
3/17/2018,連江縣,0
3/17/2018,雲林縣,0
3/17/2018,新北市,0
3/17/2018,新竹縣,0
3/17/2018,嘉義縣,0
3/17/2018,彰化縣,0
3/17/2018,臺中市,0
3/17/2018,臺北市,0
3/17/2018,臺東縣,0
3/17/2018,臺南市,0
3/17/2018,澎湖縣,0
3/18/2018,宜蘭縣,0.5
3/18/2018,花蓮縣,0
3/18/2018,金門縣,0
3/18/2018,南投縣,0
3/18/2018,屏東縣,0
3/18/2018,苗栗縣,0
3/18/2018,桃園市,0
3/18/2018,高雄市,0
3/18/2018,基隆市,0.5
3/18/2018,連江縣,0
3/18/2018,雲林縣,0
3/18/2018,新北市,0
3/18/2018,新竹縣,0
3/18/2018,嘉義縣,0
3/18/2018,彰化縣,0
3/18/2018,臺中市,0
3/18/2018,臺北市,0
3/18/2018,臺東縣,0
3/18/2018,臺南市,0
3/18/2018,澎湖縣,0
3/19/2018,宜蘭縣,0
3/19/2018,花蓮縣,1
3/19/2018,金門縣,3
3/19/2018,南投縣,0
3/19/2018,屏東縣,0
3/19/2018,苗栗縣,0
3/19/2018,桃園市,0
3/19/2018,高雄市,0
3/19/2018,基隆市,1.5
3/19/2018,連江縣,4.2
3/19/2018,雲林縣,2
3/19/2018,新北市,0
3/19/2018,新竹縣,0.09
3/19/2018,嘉義縣,0
3/19/2018,彰化縣,0.5
3/19/2018,臺中市,0.09
3/19/2018,臺北市,0
3/19/2018,臺東縣,0.09
3/19/2018,臺南市,0
3/19/2018,澎湖縣,0
3/20/2018,宜蘭縣,0
3/20/2018,花蓮縣,0
3/20/2018,金門縣,21.6
3/20/2018,南投縣,4.5
3/20/2018,屏東縣,1
3/20/2018,苗栗縣,30
3/20/2018,桃園市,22
3/20/2018,高雄市,15.5
3/20/2018,基隆市,11
3/20/2018,連江縣,44
3/20/2018,雲林縣,4.5
3/20/2018,新北市,5
3/20/2018,新竹縣,28.5
3/20/2018,嘉義縣,5
3/20/2018,彰化縣,9
3/20/2018,臺中市,7
3/20/2018,臺北市,6.3
3/20/2018,臺東縣,0.2
3/20/2018,臺南市,2.5
3/20/2018,澎湖縣,8.2
3/21/2018,宜蘭縣,0
3/21/2018,花蓮縣,2.5
3/21/2018,金門縣,0
3/21/2018,南投縣,0
3/21/2018,屏東縣,0
3/21/2018,苗栗縣,0
3/21/2018,桃園市,0
3/21/2018,高雄市,0
3/21/2018,基隆市,1
3/21/2018,連江縣,0
3/21/2018,雲林縣,0
3/21/2018,新北市,0.3
3/21/2018,新竹縣,0
3/21/2018,嘉義縣,0
3/21/2018,彰化縣,0
3/21/2018,臺中市,0
3/21/2018,臺北市,0.4
3/21/2018,臺東縣,8.2
3/21/2018,臺南市,0
3/21/2018,澎湖縣,0
3/22/2018,宜蘭縣,0
3/22/2018,花蓮縣,0
3/22/2018,金門縣,0
3/22/2018,南投縣,0
3/22/2018,屏東縣,0
3/22/2018,苗栗縣,0
3/22/2018,桃園市,0
3/22/2018,高雄市,0
3/22/2018,基隆市,0
3/22/2018,連江縣,0
3/22/2018,雲林縣,0
3/22/2018,新北市,0
3/22/2018,新竹縣,0
3/22/2018,嘉義縣,0
3/22/2018,彰化縣,0
3/22/2018,臺中市,0
3/22/2018,臺北市,0
3/22/2018,臺東縣,1
3/22/2018,臺南市,0
3/22/2018,澎湖縣,0
3/23/2018,宜蘭縣,0
3/23/2018,花蓮縣,0
3/23/2018,金門縣,0
3/23/2018,南投縣,0
3/23/2018,屏東縣,0
3/23/2018,苗栗縣,0
3/23/2018,桃園市,0
3/23/2018,高雄市,0
3/23/2018,基隆市,0
3/23/2018,連江縣,0
3/23/2018,雲林縣,0
3/23/2018,新北市,0
3/23/2018,新竹縣,0
3/23/2018,嘉義縣,0
3/23/2018,彰化縣,0
3/23/2018,臺中市,0
3/23/2018,臺北市,0
3/23/2018,臺東縣,0.09
3/23/2018,臺南市,0
3/23/2018,澎湖縣,0
3/24/2018,宜蘭縣,0
3/24/2018,花蓮縣,0
3/24/2018,金門縣,0
3/24/2018,南投縣,0
3/24/2018,屏東縣,0
3/24/2018,苗栗縣,0
3/24/2018,桃園市,0
3/24/2018,高雄市,0
3/24/2018,基隆市,0
3/24/2018,連江縣,0
3/24/2018,雲林縣,0
3/24/2018,新北市,0
3/24/2018,新竹縣,0
3/24/2018,嘉義縣,0
3/24/2018,彰化縣,0
3/24/2018,臺中市,0
3/24/2018,臺北市,0
3/24/2018,臺東縣,0
3/24/2018,臺南市,0
3/24/2018,澎湖縣,0
3/25/2018,宜蘭縣,0
3/25/2018,花蓮縣,0
3/25/2018,金門縣,0
3/25/2018,南投縣,0
3/25/2018,屏東縣,0
3/25/2018,苗栗縣,0
3/25/2018,桃園市,0
3/25/2018,高雄市,0
3/25/2018,基隆市,0
3/25/2018,連江縣,0
3/25/2018,雲林縣,0
3/25/2018,新北市,0
3/25/2018,新竹縣,0
3/25/2018,嘉義縣,0
3/25/2018,彰化縣,0
3/25/2018,臺中市,0
3/25/2018,臺北市,0
3/25/2018,臺東縣,0
3/25/2018,臺南市,0
3/25/2018,澎湖縣,0
3/26/2018,宜蘭縣,1.5
3/26/2018,花蓮縣,0
3/26/2018,金門縣,0.09
3/26/2018,南投縣,0
3/26/2018,屏東縣,0.5
3/26/2018,苗栗縣,0
3/26/2018,桃園市,0
3/26/2018,高雄市,0
3/26/2018,基隆市,0
3/26/2018,連江縣,1.6
3/26/2018,雲林縣,0
3/26/2018,新北市,0
3/26/2018,新竹縣,0
3/26/2018,嘉義縣,0
3/26/2018,彰化縣,0
3/26/2018,臺中市,0
3/26/2018,臺北市,0
3/26/2018,臺東縣,0
3/26/2018,臺南市,0
3/26/2018,澎湖縣,0
3/27/2018,宜蘭縣,0.5
3/27/2018,花蓮縣,19.5
3/27/2018,金門縣,0
3/27/2018,南投縣,0
3/27/2018,屏東縣,0
3/27/2018,苗栗縣,0
3/27/2018,桃園市,0
3/27/2018,高雄市,0
3/27/2018,基隆市,0
3/27/2018,連江縣,0
3/27/2018,雲林縣,0
3/27/2018,新北市,0
3/27/2018,新竹縣,0
3/27/2018,嘉義縣,0
3/27/2018,彰化縣,0
3/27/2018,臺中市,0
3/27/2018,臺北市,0.1
3/27/2018,臺東縣,0
3/27/2018,臺南市,0
3/27/2018,澎湖縣,0
3/28/2018,宜蘭縣,0.09
3/28/2018,花蓮縣,0.09
3/28/2018,金門縣,0
3/28/2018,南投縣,0
3/28/2018,屏東縣,0
3/28/2018,苗栗縣,0
3/28/2018,桃園市,0
3/28/2018,高雄市,0
3/28/2018,基隆市,5
3/28/2018,連江縣,0
3/28/2018,雲林縣,0
3/28/2018,新北市,0
3/28/2018,新竹縣,0
3/28/2018,嘉義縣,0
3/28/2018,彰化縣,0
3/28/2018,臺中市,0
3/28/2018,臺北市,0
3/28/2018,臺東縣,1.1
3/28/2018,臺南市,0
3/28/2018,澎湖縣,0
3/29/2018,宜蘭縣,0
3/29/2018,花蓮縣,0.5
3/29/2018,金門縣,0
3/29/2018,南投縣,0
3/29/2018,屏東縣,0
3/29/2018,苗栗縣,0
3/29/2018,桃園市,0
3/29/2018,高雄市,0
3/29/2018,基隆市,0
3/29/2018,連江縣,0
3/29/2018,雲林縣,0
3/29/2018,新北市,0
3/29/2018,新竹縣,0
3/29/2018,嘉義縣,0
3/29/2018,彰化縣,0
3/29/2018,臺中市,0
3/29/2018,臺北市,0
3/29/2018,臺東縣,0.09
3/29/2018,臺南市,0
3/29/2018,澎湖縣,0
3/30/2018,宜蘭縣,5
3/30/2018,花蓮縣,9.5
3/30/2018,金門縣,0
3/30/2018,南投縣,0
3/30/2018,屏東縣,0
3/30/2018,苗栗縣,0
3/30/2018,桃園市,0
3/30/2018,高雄市,0
3/30/2018,基隆市,0.09
3/30/2018,連江縣,0
3/30/2018,雲林縣,0
3/30/2018,新北市,0.2
3/30/2018,新竹縣,0
3/30/2018,嘉義縣,0
3/30/2018,彰化縣,0
3/30/2018,臺中市,0
3/30/2018,臺北市,0.09
3/30/2018,臺東縣,2.4
3/30/2018,臺南市,0
3/30/2018,澎湖縣,0
3/31/2018,宜蘭縣,0
3/31/2018,花蓮縣,0.09
3/31/2018,金門縣,0
3/31/2018,南投縣,0
3/31/2018,屏東縣,0
3/31/2018,苗栗縣,0
3/31/2018,桃園市,0
3/31/2018,高雄市,0
3/31/2018,基隆市,0.9
3/31/2018,連江縣,0
3/31/2018,雲林縣,0
3/31/2018,新北市,0
3/31/2018,新竹縣,0
3/31/2018,嘉義縣,0
3/31/2018,彰化縣,0
3/31/2018,臺中市,0
3/31/2018,臺北市,0
3/31/2018,臺東縣,0.09
3/31/2018,臺南市,0
3/31/2018,澎湖縣,0
